"","source","target","weight","Type"
"3316",14,1267,1,"Undirected"
"3317",24,1268,1,"Undirected"
"3318",25,1269,1,"Undirected"
"3319",28,1270,1,"Undirected"
"3320",1,1271,1,"Undirected"
"3321",9,1272,1,"Undirected"
"3322",10,1273,1,"Undirected"
"3323",21,1274,1,"Undirected"
"3324",26,1275,1,"Undirected"
"3325",2,1276,3,"Undirected"
"3326",21,1276,1,"Undirected"
"3327",7,1277,1,"Undirected"
"3328",10,1277,2,"Undirected"
"3329",14,1277,1,"Undirected"
"3330",26,1277,1,"Undirected"
"3331",7,1278,2,"Undirected"
"3332",11,1279,1,"Undirected"
"3333",13,1279,1,"Undirected"
"3334",13,1280,1,"Undirected"
"3335",14,1280,1,"Undirected"
"3336",25,1280,1,"Undirected"
"3337",13,1281,1,"Undirected"
"3338",12,1282,1,"Undirected"
"3339",13,1282,1,"Undirected"
"3340",14,1282,1,"Undirected"
"3341",23,1282,1,"Undirected"
"3342",15,1283,1,"Undirected"
"3343",18,1284,1,"Undirected"
"3344",20,1285,1,"Undirected"
"3345",20,1286,1,"Undirected"
"3346",21,1287,1,"Undirected"
"3347",26,1288,1,"Undirected"
"3348",1,1289,2,"Undirected"
"3349",1,1290,1,"Undirected"
"3350",1,1291,1,"Undirected"
"3351",26,1291,1,"Undirected"
"3352",7,1292,1,"Undirected"
"3353",26,1292,1,"Undirected"
"3354",10,1293,1,"Undirected"
"3355",13,1294,1,"Undirected"
"3356",2,1295,1,"Undirected"
"3357",14,1295,2,"Undirected"
"3358",17,1296,1,"Undirected"
"3359",20,1297,1,"Undirected"
"3360",21,1298,1,"Undirected"
"3361",24,1299,1,"Undirected"
"3362",1,1300,1,"Undirected"
"3363",1,1301,1,"Undirected"
"3364",10,1301,1,"Undirected"
"3365",5,1302,1,"Undirected"
"3366",22,1302,1,"Undirected"
"3367",11,1303,1,"Undirected"
"3368",15,1303,1,"Undirected"
"3369",2,1304,1,"Undirected"
"3370",3,1304,1,"Undirected"
"3371",11,1304,1,"Undirected"
"3372",17,1304,1,"Undirected"
"3373",25,1304,1,"Undirected"
"3374",14,1305,1,"Undirected"
"3375",26,1305,1,"Undirected"
"3376",7,1306,1,"Undirected"
"3377",17,1306,1,"Undirected"
"3378",18,1307,1,"Undirected"
"3379",18,1308,2,"Undirected"
"3380",25,1308,1,"Undirected"
"3381",20,1309,2,"Undirected"
"3382",20,1310,1,"Undirected"
"3383",20,1311,1,"Undirected"
"3384",26,1312,3,"Undirected"
"3385",26,1313,2,"Undirected"
"3386",26,1314,4,"Undirected"
"3387",27,1315,1,"Undirected"
"3388",2,1316,1,"Undirected"
"3389",2,1317,1,"Undirected"
"3390",4,1318,1,"Undirected"
"3391",9,1319,1,"Undirected"
"3392",10,1320,3,"Undirected"
"3393",11,1320,1,"Undirected"
"3394",19,1321,2,"Undirected"
"3395",15,1322,1,"Undirected"
"3396",20,1322,1,"Undirected"
"3397",20,1323,1,"Undirected"
"3398",24,1324,1,"Undirected"
"3399",24,1325,1,"Undirected"
"3400",26,1326,1,"Undirected"
"3401",26,1327,3,"Undirected"
"3402",27,1328,1,"Undirected"
"3403",28,1329,5,"Undirected"
"3404",3,1330,1,"Undirected"
"3405",7,1331,1,"Undirected"
"3406",17,1331,1,"Undirected"
"3407",2,1332,1,"Undirected"
"3408",13,1332,2,"Undirected"
"3409",14,1332,1,"Undirected"
"3410",18,1333,1,"Undirected"
"3411",20,1334,1,"Undirected"
"3412",24,1335,1,"Undirected"
"3413",26,1336,1,"Undirected"
"3414",28,1337,1,"Undirected"
"3415",1,1338,2,"Undirected"
"3416",18,1339,1,"Undirected"
"3417",20,1340,1,"Undirected"
"3418",13,1341,1,"Undirected"
"3419",1,1342,1,"Undirected"
"3420",14,1342,2,"Undirected"
"3421",19,1342,1,"Undirected"
"3422",25,1342,1,"Undirected"
"3423",2,1343,1,"Undirected"
"3424",2,1344,1,"Undirected"
"3425",19,1345,2,"Undirected"
"3426",26,1346,1,"Undirected"
"3427",26,1347,1,"Undirected"
"3428",10,1348,1,"Undirected"
"3429",3,1349,1,"Undirected"
"3430",11,1349,1,"Undirected"
"3431",13,1349,1,"Undirected"
"3432",14,1349,1,"Undirected"
"3433",24,1350,2,"Undirected"
"3434",9,1351,1,"Undirected"
"3435",20,1351,1,"Undirected"
"3436",28,1351,1,"Undirected"
"3437",1,1352,1,"Undirected"
"3438",11,1352,1,"Undirected"
"3439",8,1353,1,"Undirected"
"3440",9,1353,1,"Undirected"
"3441",9,1354,1,"Undirected"
"3442",1,1355,1,"Undirected"
"3443",3,1355,1,"Undirected"
"3444",10,1355,2,"Undirected"
"3445",11,1355,1,"Undirected"
"3446",28,1355,1,"Undirected"
"3447",11,1356,1,"Undirected"
"3448",13,1356,1,"Undirected"
"3449",14,1357,1,"Undirected"
"3450",14,1358,1,"Undirected"
"3451",15,1358,1,"Undirected"
"3452",18,1359,1,"Undirected"
"3453",13,1360,1,"Undirected"
"3454",19,1360,1,"Undirected"
"3455",20,1360,1,"Undirected"
"3456",20,1361,1,"Undirected"
"3457",25,1361,1,"Undirected"
"3458",26,1361,1,"Undirected"
"3459",20,1362,1,"Undirected"
"3460",24,1363,1,"Undirected"
"3461",11,1364,1,"Undirected"
"3462",18,1364,1,"Undirected"
"3463",19,1364,1,"Undirected"
"3464",25,1364,1,"Undirected"
"3465",26,1365,1,"Undirected"
"3466",28,1366,1,"Undirected"
"3467",3,1367,1,"Undirected"
"3468",8,1367,1,"Undirected"
"3469",1,1368,1,"Undirected"
"3470",3,1368,1,"Undirected"
"3471",9,1368,1,"Undirected"
"3472",10,1368,5,"Undirected"
"3473",23,1368,1,"Undirected"
"3474",28,1368,2,"Undirected"
"3475",13,1369,1,"Undirected"
"3476",15,1370,2,"Undirected"
"3477",18,1371,2,"Undirected"
"3478",19,1372,1,"Undirected"
"3479",13,1373,1,"Undirected"
"3480",23,1373,2,"Undirected"
"3481",25,1373,2,"Undirected"
"3482",25,1374,1,"Undirected"
"3483",1,1375,1,"Undirected"
"3484",1,1376,1,"Undirected"
"3485",28,1376,1,"Undirected"
"3486",2,1377,1,"Undirected"
"3487",9,1378,1,"Undirected"
"3488",10,1379,1,"Undirected"
"3489",15,1380,1,"Undirected"
"3490",3,1381,1,"Undirected"
"3491",15,1381,1,"Undirected"
"3492",19,1382,1,"Undirected"
"3493",20,1383,1,"Undirected"
"3494",7,1384,1,"Undirected"
"3495",26,1384,1,"Undirected"
"3496",1,1385,1,"Undirected"
"3497",13,1386,2,"Undirected"
"3498",13,1387,2,"Undirected"
"3499",20,1388,1,"Undirected"
"3500",22,1389,1,"Undirected"
"3501",10,1390,1,"Undirected"
"3502",20,1391,1,"Undirected"
"3503",1,1392,1,"Undirected"
"3504",10,1392,1,"Undirected"
"3505",1,1393,2,"Undirected"
"3506",13,1393,1,"Undirected"
"3507",2,1394,1,"Undirected"
"3508",2,1395,2,"Undirected"
"3509",20,1395,1,"Undirected"
"3510",2,1396,1,"Undirected"
"3511",8,1397,1,"Undirected"
"3512",1,1398,1,"Undirected"
"3513",10,1398,1,"Undirected"
"3514",14,1398,1,"Undirected"
"3515",25,1398,1,"Undirected"
"3516",11,1399,1,"Undirected"
"3517",11,1400,1,"Undirected"
"3518",11,1401,1,"Undirected"
"3519",24,1402,1,"Undirected"
"3520",7,1403,1,"Undirected"
"3521",1,1404,2,"Undirected"
"3522",2,1405,1,"Undirected"
"3523",13,1405,1,"Undirected"
"3524",14,1405,1,"Undirected"
"3525",23,1405,1,"Undirected"
"3526",3,1406,3,"Undirected"
"3527",3,1407,1,"Undirected"
"3528",13,1407,2,"Undirected"
"3529",3,1408,2,"Undirected"
"3530",7,1408,2,"Undirected"
"3531",9,1408,2,"Undirected"
"3532",10,1408,2,"Undirected"
"3533",11,1408,1,"Undirected"
"3534",14,1408,1,"Undirected"
"3535",18,1408,1,"Undirected"
"3536",25,1408,1,"Undirected"
"3537",12,1409,1,"Undirected"
"3538",14,1410,1,"Undirected"
"3539",1,1411,1,"Undirected"
"3540",1,1412,1,"Undirected"
"3541",10,1412,1,"Undirected"
"3542",11,1412,1,"Undirected"
"3543",23,1412,2,"Undirected"
"3544",3,1413,1,"Undirected"
"3545",3,1414,1,"Undirected"
"3546",7,1415,1,"Undirected"
"3547",14,1416,1,"Undirected"
"3548",14,1417,1,"Undirected"
"3549",14,1418,1,"Undirected"
"3550",19,1419,1,"Undirected"
"3551",20,1419,1,"Undirected"
"3552",26,1419,1,"Undirected"
"3553",19,1420,1,"Undirected"
"3554",20,1420,1,"Undirected"
"3555",19,1421,1,"Undirected"
"3556",20,1422,1,"Undirected"
"3557",25,1423,1,"Undirected"
"3558",2,1424,1,"Undirected"
"3559",20,1424,1,"Undirected"
"3560",26,1424,1,"Undirected"
"3561",28,1425,1,"Undirected"
"3562",28,1426,1,"Undirected"
"3563",1,1427,1,"Undirected"
"3564",2,1428,1,"Undirected"
"3565",2,1429,1,"Undirected"
"3566",27,1429,1,"Undirected"
"3567",1,1430,1,"Undirected"
"3568",11,1430,1,"Undirected"
"3569",18,1430,1,"Undirected"
"3570",3,1431,1,"Undirected"
"3571",14,1431,2,"Undirected"
"3572",22,1431,1,"Undirected"
"3573",2,1432,1,"Undirected"
"3574",27,1432,1,"Undirected"
"3575",13,1433,1,"Undirected"
"3576",19,1434,3,"Undirected"
"3577",20,1434,1,"Undirected"
"3578",28,1434,1,"Undirected"
"3579",20,1435,1,"Undirected"
"3580",21,1436,1,"Undirected"
"3581",27,1437,1,"Undirected"
"3582",27,1438,1,"Undirected"
"3583",20,1439,1,"Undirected"
"3584",3,1440,2,"Undirected"
"3585",14,1440,1,"Undirected"
"3586",28,1440,1,"Undirected"
"3587",3,1441,2,"Undirected"
"3588",7,1442,1,"Undirected"
"3589",7,1443,1,"Undirected"
"3590",1,1444,1,"Undirected"
"3591",1,1445,1,"Undirected"
"3592",15,1446,1,"Undirected"
"3593",22,1447,1,"Undirected"
"3594",22,1448,1,"Undirected"
"3595",1,1449,1,"Undirected"
"3596",1,1450,2,"Undirected"
"3597",3,1451,1,"Undirected"
"3598",7,1452,1,"Undirected"
"3599",13,1453,1,"Undirected"
"3600",15,1454,1,"Undirected"
"3601",15,1455,6,"Undirected"
"3602",17,1456,1,"Undirected"
"3603",22,1457,1,"Undirected"
"3604",24,1458,1,"Undirected"
"3605",27,1459,1,"Undirected"
"3606",20,1460,1,"Undirected"
"3607",20,1461,1,"Undirected"
"3608",23,1462,1,"Undirected"
"3609",25,1463,1,"Undirected"
"3610",26,1464,1,"Undirected"
"3611",26,1465,1,"Undirected"
"3612",27,1466,1,"Undirected"
"3613",3,1467,1,"Undirected"
"3614",3,1468,1,"Undirected"
"3615",14,1468,1,"Undirected"
"3616",19,1468,1,"Undirected"
"3617",12,1469,2,"Undirected"
"3618",23,1469,2,"Undirected"
"3619",18,1470,1,"Undirected"
"3620",24,1471,1,"Undirected"
"3621",24,1472,1,"Undirected"
"3622",9,1473,1,"Undirected"
"3623",27,1473,1,"Undirected"
"3624",1,1474,1,"Undirected"
"3625",7,1474,1,"Undirected"
"3626",25,1474,1,"Undirected"
"3627",3,1475,2,"Undirected"
"3628",13,1476,1,"Undirected"
"3629",23,1476,1,"Undirected"
"3630",15,1477,1,"Undirected"
"3631",18,1478,1,"Undirected"
"3632",18,1479,1,"Undirected"
"3633",23,1480,1,"Undirected"
"3634",24,1481,1,"Undirected"
"3635",26,1482,1,"Undirected"
"3636",3,1483,1,"Undirected"
"3637",10,1483,1,"Undirected"
"3638",18,1483,1,"Undirected"
"3639",19,1483,1,"Undirected"
"3640",4,1484,1,"Undirected"
"3641",9,1485,1,"Undirected"
"3642",18,1485,1,"Undirected"
"3643",25,1485,1,"Undirected"
"3644",4,1486,2,"Undirected"
"3645",9,1487,1,"Undirected"
"3646",13,1487,1,"Undirected"
"3647",13,1488,2,"Undirected"
"3648",7,1489,1,"Undirected"
"3649",9,1489,1,"Undirected"
"3650",14,1489,3,"Undirected"
"3651",15,1489,1,"Undirected"
"3652",19,1490,1,"Undirected"
"3653",20,1490,1,"Undirected"
"3654",5,1491,1,"Undirected"
"3655",13,1491,1,"Undirected"
"3656",26,1491,4,"Undirected"
"3657",1,1492,1,"Undirected"
"3658",9,1492,1,"Undirected"
"3659",10,1492,1,"Undirected"
"3660",13,1493,2,"Undirected"
"3661",18,1494,1,"Undirected"
"3662",26,1494,2,"Undirected"
"3663",1,1495,1,"Undirected"
"3664",28,1495,1,"Undirected"
"3665",3,1496,1,"Undirected"
"3666",10,1497,1,"Undirected"
"3667",13,1497,1,"Undirected"
"3668",14,1497,1,"Undirected"
"3669",7,1498,1,"Undirected"
"3670",11,1498,1,"Undirected"
"3671",2,1499,1,"Undirected"
"3672",14,1499,1,"Undirected"
"3673",19,1500,1,"Undirected"
"3674",1,1501,1,"Undirected"
"3675",14,1502,1,"Undirected"
"3676",24,1503,1,"Undirected"
"3677",21,1504,1,"Undirected"
"3678",24,1504,1,"Undirected"
"3679",26,1505,1,"Undirected"
"3680",26,1506,2,"Undirected"
"3681",1,1507,1,"Undirected"
"3682",14,1508,1,"Undirected"
"3683",15,1508,1,"Undirected"
"3684",14,1509,1,"Undirected"
"3685",15,1509,1,"Undirected"
"3686",13,1510,1,"Undirected"
"3687",17,1510,1,"Undirected"
"3688",10,1511,1,"Undirected"
"3689",10,1512,1,"Undirected"
"3690",25,1513,1,"Undirected"
"3691",10,1514,1,"Undirected"
"3692",3,1515,1,"Undirected"
"3693",11,1515,1,"Undirected"
"3694",13,1516,1,"Undirected"
"3695",13,1517,1,"Undirected"
"3696",14,1518,1,"Undirected"
"3697",11,1519,1,"Undirected"
"3698",25,1519,1,"Undirected"
"3699",26,1520,1,"Undirected"
"3700",1,1521,1,"Undirected"
"3701",7,1522,2,"Undirected"
"3702",9,1523,1,"Undirected"
"3703",1,1524,1,"Undirected"
"3704",11,1524,1,"Undirected"
"3705",17,1524,1,"Undirected"
"3706",12,1525,1,"Undirected"
"3707",13,1526,1,"Undirected"
"3708",14,1527,1,"Undirected"
"3709",10,1528,1,"Undirected"
"3710",22,1528,1,"Undirected"
"3711",22,1529,1,"Undirected"
"3712",22,1530,2,"Undirected"
"3713",22,1531,1,"Undirected"
"3714",24,1532,1,"Undirected"
"3715",26,1533,1,"Undirected"
"3716",28,1534,1,"Undirected"
"3717",3,1535,1,"Undirected"
"3718",9,1536,1,"Undirected"
"3719",14,1536,1,"Undirected"
"3720",15,1536,1,"Undirected"
"3721",10,1537,1,"Undirected"
"3722",11,1538,1,"Undirected"
"3723",13,1539,1,"Undirected"
"3724",13,1540,1,"Undirected"
"3725",26,1541,1,"Undirected"
"3726",7,1542,1,"Undirected"
"3727",9,1543,1,"Undirected"
"3728",14,1543,1,"Undirected"
"3729",13,1544,1,"Undirected"
"3730",13,1545,1,"Undirected"
"3731",23,1545,1,"Undirected"
"3732",14,1546,1,"Undirected"
"3733",13,1547,1,"Undirected"
"3734",14,1547,1,"Undirected"
"3735",14,1548,1,"Undirected"
"3736",2,1549,1,"Undirected"
"3737",16,1549,1,"Undirected"
"3738",27,1549,1,"Undirected"
"3739",19,1550,1,"Undirected"
"3740",20,1551,1,"Undirected"
"3741",5,1552,1,"Undirected"
"3742",1,1553,1,"Undirected"
"3743",28,1553,1,"Undirected"
"3744",1,1554,1,"Undirected"
"3745",28,1554,1,"Undirected"
"3746",2,1555,2,"Undirected"
"3747",20,1555,1,"Undirected"
"3748",3,1556,1,"Undirected"
"3749",11,1557,1,"Undirected"
"3750",13,1558,1,"Undirected"
"3751",22,1559,1,"Undirected"
"3752",26,1560,1,"Undirected"
"3753",26,1561,1,"Undirected"
"3754",27,1562,1,"Undirected"
"3755",1,1563,2,"Undirected"
"3756",2,1563,1,"Undirected"
"3757",25,1563,1,"Undirected"
"3758",28,1563,1,"Undirected"
"3759",28,1564,1,"Undirected"
"3760",2,1565,1,"Undirected"
"3761",20,1565,1,"Undirected"
"3762",7,1566,1,"Undirected"
"3763",14,1566,1,"Undirected"
"3764",15,1566,1,"Undirected"
"3765",21,1567,1,"Undirected"
"3766",4,1568,1,"Undirected"
"3767",9,1569,1,"Undirected"
"3768",9,1570,1,"Undirected"
"3769",10,1571,1,"Undirected"
"3770",15,1572,4,"Undirected"
"3771",20,1572,2,"Undirected"
"3772",19,1573,1,"Undirected"
"3773",20,1573,1,"Undirected"
"3774",21,1574,1,"Undirected"
"3775",22,1575,1,"Undirected"
"3776",23,1576,1,"Undirected"
"3777",23,1577,1,"Undirected"
"3778",24,1578,1,"Undirected"
"3779",24,1579,1,"Undirected"
"3780",10,1580,2,"Undirected"
"3781",25,1580,1,"Undirected"
"3782",26,1580,1,"Undirected"
"3783",15,1581,1,"Undirected"
"3784",26,1581,3,"Undirected"
"3785",26,1582,1,"Undirected"
"3786",1,1583,2,"Undirected"
"3787",7,1584,1,"Undirected"
"3788",10,1585,1,"Undirected"
"3789",11,1586,1,"Undirected"
"3790",13,1587,1,"Undirected"
"3791",19,1587,1,"Undirected"
"3792",20,1587,1,"Undirected"
"3793",14,1588,1,"Undirected"
"3794",25,1588,1,"Undirected"
"3795",24,1589,1,"Undirected"
"3796",26,1590,1,"Undirected"
"3797",26,1591,1,"Undirected"
"3798",1,1592,1,"Undirected"
"3799",24,1592,1,"Undirected"
"3800",9,1593,1,"Undirected"
"3801",19,1593,1,"Undirected"
"3802",27,1594,1,"Undirected"
"3803",11,1595,1,"Undirected"
"3804",13,1596,1,"Undirected"
"3805",14,1597,1,"Undirected"
"3806",18,1598,1,"Undirected"
"3807",26,1598,1,"Undirected"
"3808",20,1599,1,"Undirected"
"3809",20,1600,2,"Undirected"
"3810",3,1601,1,"Undirected"
"3811",22,1601,1,"Undirected"
"3812",23,1602,1,"Undirected"
"3813",24,1603,1,"Undirected"
"3814",7,1604,1,"Undirected"
"3815",14,1604,1,"Undirected"
"3816",27,1604,1,"Undirected"
"3817",3,1605,1,"Undirected"
"3818",11,1606,1,"Undirected"
"3819",13,1607,1,"Undirected"
"3820",22,1608,1,"Undirected"
"3821",1,1609,1,"Undirected"
"3822",7,1610,1,"Undirected"
"3823",8,1611,2,"Undirected"
"3824",9,1612,1,"Undirected"
"3825",10,1613,1,"Undirected"
"3826",11,1614,1,"Undirected"
"3827",11,1615,2,"Undirected"
"3828",18,1616,1,"Undirected"
"3829",24,1617,1,"Undirected"
"3830",28,1618,1,"Undirected"
"3831",3,1619,1,"Undirected"
"3832",15,1619,1,"Undirected"
"3833",26,1620,1,"Undirected"
"3834",27,1621,1,"Undirected"
"3835",28,1622,1,"Undirected"
"3836",28,1623,1,"Undirected"
"3837",2,1624,1,"Undirected"
"3838",28,1624,1,"Undirected"
"3839",4,1625,1,"Undirected"
"3840",9,1625,1,"Undirected"
"3841",11,1626,1,"Undirected"
"3842",11,1627,1,"Undirected"
"3843",14,1627,1,"Undirected"
"3844",15,1627,1,"Undirected"
"3845",13,1628,1,"Undirected"
"3846",20,1629,1,"Undirected"
"3847",22,1630,1,"Undirected"
"3848",27,1631,2,"Undirected"
"3849",3,1632,1,"Undirected"
"3850",8,1633,1,"Undirected"
"3851",12,1633,1,"Undirected"
"3852",10,1634,1,"Undirected"
"3853",10,1635,1,"Undirected"
"3854",20,1636,1,"Undirected"
"3855",2,1637,1,"Undirected"
"3856",24,1637,1,"Undirected"
"3857",3,1638,1,"Undirected"
"3858",10,1639,1,"Undirected"
"3859",11,1640,1,"Undirected"
"3860",14,1640,1,"Undirected"
"3861",13,1641,2,"Undirected"
"3862",16,1642,1,"Undirected"
"3863",18,1643,1,"Undirected"
"3864",20,1644,1,"Undirected"
"3865",20,1645,1,"Undirected"
"3866",22,1646,1,"Undirected"
"3867",26,1647,1,"Undirected"
"3868",28,1648,1,"Undirected"
"3869",1,1649,2,"Undirected"
"3870",1,1650,1,"Undirected"
"3871",1,1651,1,"Undirected"
"3872",9,1652,1,"Undirected"
"3873",14,1652,1,"Undirected"
"3874",15,1652,1,"Undirected"
"3875",13,1653,1,"Undirected"
"3876",13,1654,1,"Undirected"
"3877",22,1655,1,"Undirected"
"3878",24,1656,1,"Undirected"
"3879",24,1657,1,"Undirected"
"3880",24,1658,1,"Undirected"
"3881",13,1659,1,"Undirected"
"3882",25,1659,1,"Undirected"
"3883",15,1660,1,"Undirected"
"3884",26,1660,3,"Undirected"
"3885",26,1661,1,"Undirected"
"3886",26,1662,1,"Undirected"
"3887",3,1663,1,"Undirected"
"3888",6,1664,1,"Undirected"
"3889",15,1664,1,"Undirected"
"3890",27,1664,1,"Undirected"
"3891",7,1665,1,"Undirected"
"3892",8,1666,1,"Undirected"
"3893",10,1667,1,"Undirected"
"3894",14,1668,1,"Undirected"
"3895",15,1669,1,"Undirected"
"3896",20,1670,1,"Undirected"
"3897",20,1671,1,"Undirected"
"3898",24,1672,1,"Undirected"
"3899",25,1673,1,"Undirected"
"3900",26,1674,1,"Undirected"
"3901",7,1675,1,"Undirected"
"3902",10,1676,1,"Undirected"
"3903",7,1677,1,"Undirected"
"3904",20,1677,1,"Undirected"
"3905",21,1678,1,"Undirected"
"3906",22,1679,1,"Undirected"
"3907",3,1680,1,"Undirected"
"3908",13,1681,1,"Undirected"
"3909",23,1681,1,"Undirected"
"3910",22,1682,1,"Undirected"
"3911",27,1682,1,"Undirected"
"3912",28,1683,1,"Undirected"
"3913",10,1684,1,"Undirected"
"3914",10,1685,1,"Undirected"
"3915",14,1686,1,"Undirected"
"3916",14,1687,1,"Undirected"
"3917",28,1688,1,"Undirected"
"3918",26,1689,1,"Undirected"
"3919",3,1690,2,"Undirected"
"3920",6,1691,1,"Undirected"
"3921",9,1692,2,"Undirected"
"3922",14,1692,1,"Undirected"
"3923",15,1692,2,"Undirected"
"3924",10,1693,1,"Undirected"
"3925",10,1694,1,"Undirected"
"3926",9,1695,1,"Undirected"
"3927",13,1695,1,"Undirected"
"3928",18,1696,1,"Undirected"
"3929",2,1697,1,"Undirected"
"3930",20,1697,1,"Undirected"
"3931",22,1698,1,"Undirected"
"3932",24,1699,1,"Undirected"
"3933",26,1700,1,"Undirected"
"3934",26,1701,1,"Undirected"
"3935",26,1702,1,"Undirected"
"3936",27,1703,1,"Undirected"
"3937",27,1704,1,"Undirected"
"3938",28,1705,1,"Undirected"
"3939",3,1706,1,"Undirected"
"3940",7,1706,1,"Undirected"
"3941",3,1707,1,"Undirected"
"3942",10,1708,1,"Undirected"
"3943",10,1709,1,"Undirected"
"3944",11,1710,1,"Undirected"
"3945",13,1711,1,"Undirected"
"3946",14,1711,1,"Undirected"
"3947",14,1712,1,"Undirected"
"3948",26,1712,2,"Undirected"
"3949",15,1713,1,"Undirected"
"3950",19,1714,1,"Undirected"
"3951",22,1715,1,"Undirected"
"3952",24,1716,1,"Undirected"
"3953",9,1717,1,"Undirected"
"3954",9,1718,1,"Undirected"
"3955",24,1719,1,"Undirected"
"3956",26,1720,1,"Undirected"
"3957",26,1721,1,"Undirected"
"3958",28,1722,1,"Undirected"
"3959",7,1723,1,"Undirected"
"3960",10,1724,2,"Undirected"
"3961",11,1724,1,"Undirected"
"3962",23,1724,1,"Undirected"
"3963",14,1725,1,"Undirected"
"3964",28,1726,1,"Undirected"
"3965",1,1727,1,"Undirected"
"3966",28,1727,1,"Undirected"
"3967",3,1728,1,"Undirected"
"3968",5,1729,1,"Undirected"
"3969",28,1730,1,"Undirected"
"3970",14,1731,1,"Undirected"
"3971",18,1731,1,"Undirected"
"3972",3,1732,1,"Undirected"
"3973",7,1733,1,"Undirected"
"3974",8,1734,1,"Undirected"
"3975",9,1735,1,"Undirected"
"3976",11,1735,1,"Undirected"
"3977",14,1735,1,"Undirected"
"3978",15,1735,1,"Undirected"
"3979",10,1736,1,"Undirected"
"3980",13,1737,2,"Undirected"
"3981",22,1738,1,"Undirected"
"3982",22,1739,1,"Undirected"
"3983",25,1740,1,"Undirected"
"3984",26,1741,1,"Undirected"
"3985",28,1742,1,"Undirected"
"3986",28,1743,1,"Undirected"
"3987",3,1744,1,"Undirected"
"3988",3,1745,1,"Undirected"
"3989",22,1745,1,"Undirected"
"3990",9,1746,1,"Undirected"
"3991",14,1746,1,"Undirected"
"3992",15,1746,1,"Undirected"
"3993",10,1747,1,"Undirected"
"3994",13,1748,1,"Undirected"
"3995",16,1749,1,"Undirected"
"3996",23,1750,1,"Undirected"
"3997",23,1751,1,"Undirected"
"3998",7,1752,1,"Undirected"
"3999",11,1752,1,"Undirected"
"4000",25,1752,2,"Undirected"
"4001",26,1753,1,"Undirected"
"4002",26,1754,1,"Undirected"
"4003",10,1755,2,"Undirected"
"4004",1,1756,1,"Undirected"
"4005",1,1757,1,"Undirected"
"4006",2,1758,1,"Undirected"
"4007",12,1759,1,"Undirected"
"4008",15,1760,1,"Undirected"
"4009",16,1761,1,"Undirected"
"4010",22,1762,1,"Undirected"
"4011",18,1763,1,"Undirected"
"4012",26,1763,1,"Undirected"
"4013",12,1764,2,"Undirected"
"4014",28,1764,1,"Undirected"
"4015",28,1765,1,"Undirected"
"4016",28,1766,1,"Undirected"
"4017",1,1767,1,"Undirected"
"4018",10,1767,1,"Undirected"
"4019",1,1768,1,"Undirected"
"4020",3,1769,1,"Undirected"
"4021",13,1770,1,"Undirected"
"4022",27,1771,1,"Undirected"
"4023",2,1772,2,"Undirected"
"4024",27,1772,2,"Undirected"
"4025",7,1773,1,"Undirected"
"4026",14,1773,1,"Undirected"
"4027",15,1773,1,"Undirected"
"4028",19,1773,1,"Undirected"
"4029",27,1774,1,"Undirected"
"4030",28,1775,1,"Undirected"
"4031",2,1776,1,"Undirected"
"4032",3,1777,1,"Undirected"
"4033",3,1778,1,"Undirected"
"4034",7,1779,1,"Undirected"
"4035",17,1780,1,"Undirected"
"4036",26,1780,4,"Undirected"
"4037",18,1781,1,"Undirected"
"4038",19,1782,2,"Undirected"
"4039",19,1783,2,"Undirected"
"4040",20,1784,1,"Undirected"
"4041",26,1785,1,"Undirected"
"4042",27,1786,1,"Undirected"
"4043",27,1787,1,"Undirected"
"4044",27,1788,1,"Undirected"
"4045",2,1789,2,"Undirected"
"4046",3,1790,1,"Undirected"
"4047",3,1791,1,"Undirected"
"4048",7,1792,1,"Undirected"
"4049",8,1793,1,"Undirected"
"4050",9,1794,1,"Undirected"
"4051",1,1795,1,"Undirected"
"4052",10,1795,1,"Undirected"
"4053",15,1796,1,"Undirected"
"4054",17,1797,1,"Undirected"
"4055",22,1798,1,"Undirected"
"4056",24,1799,1,"Undirected"
"4057",2,1800,1,"Undirected"
"4058",10,1801,1,"Undirected"
"4059",11,1802,1,"Undirected"
"4060",13,1803,1,"Undirected"
"4061",14,1804,1,"Undirected"
"4062",19,1805,1,"Undirected"
"4063",18,1806,1,"Undirected"
"4064",24,1806,1,"Undirected"
"4065",26,1807,1,"Undirected"
"4066",7,1808,1,"Undirected"
"4067",9,1808,1,"Undirected"
"4068",14,1808,1,"Undirected"
"4069",15,1808,1,"Undirected"
"4070",10,1809,1,"Undirected"
"4071",14,1810,1,"Undirected"
"4072",22,1811,1,"Undirected"
"4073",1,1812,1,"Undirected"
"4074",11,1812,1,"Undirected"
"4075",24,1812,1,"Undirected"
"4076",2,1813,1,"Undirected"
"4077",9,1814,1,"Undirected"
"4078",14,1815,1,"Undirected"
"4079",24,1815,1,"Undirected"
"4080",18,1816,1,"Undirected"
"4081",20,1817,1,"Undirected"
"4082",28,1817,1,"Undirected"
"4083",22,1818,1,"Undirected"
"4084",24,1819,1,"Undirected"
"4085",24,1820,1,"Undirected"
"4086",26,1821,1,"Undirected"
"4087",27,1822,1,"Undirected"
"4088",6,1823,1,"Undirected"
"4089",7,1824,1,"Undirected"
"4090",7,1825,1,"Undirected"
"4091",9,1826,1,"Undirected"
"4092",26,1826,3,"Undirected"
